Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost
davanteadams/2543495,"Adams, Davante",WR,2019,Preseason,1,08/08,Home,HOU,W,28 to 26,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2019,Preseason,2,08/15,Away,BAL,L,13 to 26,1,1,0,0,--,--,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Preseason,1,08/09,Home,TEN,W,31 to 17,1,1,2,57,28.5,48,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Preseason,2,08/16,Home,PIT,W,51 to 34,1,1,1,27,27.0,27,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Preseason,3,08/24,Away,OAK,L,6 to 13,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Preseason,4,08/30,Away,KC,L,21 to 33,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,1,09/09,Home,CHI,W,24 to 23,1,1,5,88,17.6,51,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,2,09/16,Home,MIN,T,29 to 29,1,1,8,64,8.0,16,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,3,09/23,Away,WAS,L,17 to 31,1,1,7,52,7.4,16,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,4,09/30,Home,BUF,W,22 to 0,1,1,8,81,10.1,25,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,5,10/07,Away,DET,L,23 to 31,1,1,9,140,15.6,30,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,6,10/15,Home,SF,W,33 to 30,1,1,10,132,13.2,38,2,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,8,10/28,Away,LA,L,27 to 29,1,1,5,133,26.6,48,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,9,11/04,Away,NE,L,17 to 31,1,1,6,40,6.7,10,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,10,11/11,Home,MIA,W,31 to 12,1,1,4,57,14.3,25T,2,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,11,11/15,Away,SEA,L,24 to 27,1,1,10,166,16.6,57,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,12,11/25,Away,MIN,L,17 to 24,1,1,5,69,13.8,36,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,13,12/02,Home,ARI,L,17 to 20,1,1,8,93,11.6,19,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,14,12/09,Home,ATL,W,34 to 20,1,1,7,81,11.6,22,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,15,12/16,Away,CHI,L,17 to 24,1,1,8,119,14.9,28,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,16,12/23,Away,NYJ,W,44 to 38,1,1,11,71,6.5,16T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2018,Regular Season,17,12/30,Home,DET,L,0 to 31,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Preseason,1,08/10,Home,PHI,W,24 to 9,1,1,2,26,13.0,18,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Preseason,2,08/19,Away,WAS,W,21 to 17,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Preseason,3,08/26,Away,DEN,L,17 to 20,1,1,1,5,5.0,5,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Preseason,4,08/31,Home,LA,W,24 to 10,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,1,09/10,Home,SEA,W,17 to 9,1,1,3,47,15.7,21,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,2,09/17,Away,ATL,L,23 to 34,1,1,8,99,12.4,33T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,3,09/24,Home,CIN,W,27 to 24,1,1,3,60,20.0,41,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,4,09/28,Home,CHI,W,35 to 14,1,1,2,13,6.5,8,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,5,10/08,Away,DAL,W,35 to 31,1,1,7,66,9.4,14,2,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,6,10/15,Away,MIN,L,10 to 23,1,1,5,54,10.8,19,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,7,10/22,Home,NO,L,17 to 26,1,1,2,12,6.0,8,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,9,11/06,Home,DET,L,17 to 30,1,1,7,53,7.6,9,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,10,11/12,Away,CHI,W,23 to 16,1,1,5,90,18.0,42,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,11,11/19,Home,BAL,L,0 to 23,1,1,8,126,15.8,33,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,12,11/26,Away,PIT,L,28 to 31,1,1,5,82,16.4,55T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,13,12/03,Home,TB,W,26 to 20,1,1,4,42,10.5,14,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,14,12/10,Away,CLE,W,27 to 21,1,1,10,84,8.4,25T,2,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,15,12/17,Away,CAR,L,24 to 31,1,1,5,57,11.4,13T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,16,12/23,Home,MIN,L,0 to 16,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2017,Regular Season,17,12/31,Away,DET,L,11 to 35,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Preseason,1,08/12,Home,CLE,W,17 to 11,1,1,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Preseason,2,08/18,Home,OAK,W,20 to 12,1,1,2,37,18.5,31,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Preseason,3,08/26,Away,SF,W,21 to 10,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Preseason,4,09/01,Away,KC,L,7 to 17,1,1,2,20,10.0,11,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,1,09/11,Away,JAX,W,27 to 23,1,1,3,50,16.7,29T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,2,09/18,Away,MIN,L,14 to 17,1,1,3,26,8.7,13,0,--,--,--,--,--,1,1
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,3,09/25,Home,DET,W,34 to 27,1,0,2,23,11.5,14T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,5,10/09,Home,NYG,W,23 to 16,1,1,5,85,17.0,29T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,6,10/16,Home,DAL,L,16 to 30,1,1,2,34,17.0,22,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,7,10/20,Home,CHI,W,26 to 10,1,1,13,132,10.2,24,2,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,8,10/30,Away,ATL,L,32 to 33,1,1,12,74,6.2,22,0,--,--,--,--,--,1,0
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,9,11/06,Home,IND,L,26 to 31,1,1,4,41,10.3,40,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,10,11/13,Away,TEN,L,25 to 47,1,1,6,156,26.0,46,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,11,11/20,Away,WAS,L,24 to 42,1,1,3,42,14.0,37,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,12,11/28,Away,PHI,W,27 to 13,1,1,5,113,22.6,50,2,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,13,12/04,Home,HOU,W,21 to 13,1,1,1,17,17.0,17,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,14,12/11,Home,SEA,W,38 to 10,1,1,4,104,26.0,66T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,15,12/18,Away,CHI,W,30 to 27,1,1,2,25,12.5,19,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,16,12/24,Home,MIN,W,38 to 25,1,1,4,44,11.0,20T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Regular Season,17,01/01,Away,DET,W,31 to 24,1,1,6,31,5.2,9T,2,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Postseason,18,01/08,Home,NYG,W,38 to 13,1,1,8,125,15.6,31,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Postseason,19,01/15,Away,DAL,W,34 to 31,1,1,5,76,15.2,32,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2016,Postseason,20,01/22,Away,ATL,L,21 to 44,1,1,3,16,5.3,8,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Preseason,1,08/13,Away,NE,W,22 to 11,1,1,3,17,5.7,10,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Preseason,2,08/23,Away,PIT,L,19 to 24,1,1,0,0,--,--,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Preseason,3,08/29,Home,PHI,L,26 to 39,1,1,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Preseason,4,09/03,Home,NO,W,38 to 10,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,1,09/13,Away,CHI,W,31 to 23,1,1,4,59,14.8,25,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,2,09/20,Home,SEA,W,27 to 17,1,1,5,33,6.6,13,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,3,09/28,Home,KC,W,38 to 28,1,1,0,0,--,--,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,4,10/04,Away,SF,W,17 to 3,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,5,10/11,Home,STL,W,24 to 10,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,6,10/18,Home,SD,W,27 to 20,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,8,11/01,Away,DEN,L,10 to 29,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,9,11/08,Away,CAR,L,29 to 37,1,1,7,93,13.3,40,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,10,11/15,Home,DET,L,16 to 18,1,1,10,79,7.9,18,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,11,11/22,Away,MIN,W,30 to 13,1,1,3,36,12.0,16,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,12,11/26,Home,CHI,L,13 to 17,1,1,2,14,7.0,8,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,13,12/03,Away,DET,W,27 to 23,1,1,4,21,5.3,8T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,14,12/13,Home,DAL,W,28 to 7,1,1,2,12,6.0,8,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,15,12/20,Away,OAK,W,30 to 20,1,1,5,32,6.4,8,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,16,12/27,Away,ARI,L,8 to 38,1,1,3,42,14.0,38,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Regular Season,17,01/03,Home,MIN,L,13 to 20,1,0,4,54,13.5,24,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Postseason,18,01/10,Away,WAS,W,35 to 18,1,0,4,48,12.0,20,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2015,Postseason,19,01/16,Away,ARI,L,20 to 26,0,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Preseason,1,08/09,Away,TEN,L,16 to 20,1,1,2,22,11.0,13,0,--,--,--,--,--,2,1
davanteadams/2543495,"Adams, Davante",WR,2014,Preseason,2,08/16,Away,STL,W,21 to 7,1,0,2,28,14.0,14,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Preseason,3,08/22,Home,OAK,W,31 to 21,1,0,0,0,--,--,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Preseason,4,08/28,Home,KC,W,34 to 14,1,1,2,35,17.5,22T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,1,09/04,Away,SEA,L,16 to 36,1,0,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,2,09/14,Home,NYJ,W,31 to 24,1,0,5,50,10.0,24,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,3,09/21,Away,DET,L,7 to 19,1,0,2,11,5.5,9,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,4,09/28,Away,CHI,W,38 to 17,1,0,2,18,9.0,15,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,5,10/02,Home,MIN,W,42 to 10,1,1,1,11,11.0,11T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,6,10/12,Away,MIA,W,27 to 24,1,1,6,77,12.8,24,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,7,10/19,Home,CAR,W,38 to 17,1,1,1,21,21.0,21T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,8,10/26,Away,NO,L,23 to 44,1,1,7,75,10.7,16,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,10,11/09,Home,CHI,W,55 to 14,1,0,1,10,10.0,10,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,11,11/16,Home,PHI,W,53 to 20,1,1,2,13,6.5,7,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,12,11/23,Away,MIN,W,24 to 21,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,13,11/30,Home,NE,W,26 to 21,1,1,6,121,20.2,45,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,14,12/08,Home,ATL,W,43 to 37,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,15,12/14,Away,BUF,L,13 to 21,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,16,12/21,Away,TB,W,20 to 3,1,1,2,17,8.5,9,0,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Regular Season,17,12/28,Home,DET,W,30 to 20,1,1,--,--,--,--,--,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Postseason,19,01/11,Home,DAL,W,26 to 21,1,1,7,117,16.7,46T,1,--,--,--,--,--,--,--
davanteadams/2543495,"Adams, Davante",WR,2014,Postseason,20,01/18,Away,SEA,L,22 to 28,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2019,Preseason,1,08/08,Away,GB,L,26 to 28,1,0,3,17,5.7,6T,1,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2019,Preseason,2,08/17,Home,DET,W,30 to 23,1,0,2,33,16.5,30,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2018,Preseason,1,08/09,Home,CLE,L,10 to 20,1,0,2,6,3.0,6,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2018,Preseason,2,08/17,Away,DET,W,30 to 17,1,0,3,31,10.3,16,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2018,Preseason,3,08/24,Away,NYJ,W,22 to 16,1,0,3,12,4.0,6,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2018,Preseason,4,08/30,Home,NE,L,12 to 17,1,1,2,19,9.5,11,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Preseason,1,08/11,Home,PIT,L,12 to 20,1,0,3,28,9.3,21,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Preseason,2,08/21,Away,CLE,L,6 to 10,1,0,0,0,--,--,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Preseason,3,08/26,Home,NYJ,W,32 to 31,1,0,1,12,12.0,12,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Preseason,4,08/31,Away,NE,W,40 to 38,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,1,09/10,Away,DAL,L,3 to 19,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,2,09/18,Home,DET,L,10 to 24,1,0,1,38,38.0,38,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,3,09/24,Away,PHI,L,24 to 27,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,4,10/01,Away,TB,L,23 to 25,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,5,10/08,Home,LAC,L,22 to 27,1,0,1,11,11.0,11,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,6,10/15,Away,DEN,W,23 to 10,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,7,10/22,Home,SEA,L,7 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,9,11/05,Home,LA,L,17 to 51,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,10,11/12,Away,SF,L,21 to 31,1,1,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,11,11/19,Home,KC,W,12 to 9,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,12,11/23,Away,WAS,L,10 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,13,12/03,Away,OAK,L,17 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,14,12/10,Home,DAL,L,10 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,15,12/17,Home,PHI,L,29 to 34,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,16,12/24,Away,ARI,L,0 to 23,1,0,4,31,7.8,11,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2017,Regular Season,17,12/31,Home,WAS,W,18 to 10,1,0,0,0,--,--,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Preseason,1,08/12,Home,MIA,L,10 to 27,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Preseason,2,08/20,Away,BUF,L,0 to 21,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Preseason,3,08/27,Away,NYJ,W,21 to 20,1,0,1,14,14.0,14,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Preseason,4,09/01,Home,NE,W,17 to 9,1,0,0,0,--,--,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,1,09/11,Away,DAL,W,20 to 19,0,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,2,09/18,Home,NO,W,16 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,3,09/25,Home,WAS,L,27 to 29,0,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,4,10/03,Away,MIN,L,10 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,5,10/09,Away,GB,L,16 to 23,1,0,2,27,13.5,14,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,6,10/16,Home,BAL,W,27 to 23,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,7,10/23,Away,LA,W,17 to 10,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,9,11/06,Home,PHI,W,28 to 23,1,0,3,24,8.0,10,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,10,11/14,Home,CIN,W,21 to 20,1,0,3,18,6.0,10T,1,--,--,--,--,--,1,0
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,11,11/20,Home,CHI,W,22 to 16,1,0,0,0,--,--,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,12,11/27,Away,CLE,W,27 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,13,12/04,Away,PIT,L,14 to 24,1,0,1,10,10.0,10,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,14,12/11,Home,DAL,W,10 to 7,1,0,2,11,5.5,6,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,15,12/18,Home,DET,W,17 to 6,1,1,3,18,6.0,11,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,16,12/22,Away,PHI,L,19 to 24,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Regular Season,17,01/01,Away,WAS,W,19 to 10,0,0,--,--,--,--,--,--,--,--,--,--,--,--
jerelladams/2555311,"Adams, Jerell",TE,2016,Postseason,18,01/08,Away,GB,L,13 to 38,0,0,--,--,--,--,--,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2019,Preseason,1,08/08,Home,TEN,L,10 to 27,0,0,--,--,--,--,--,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2019,Preseason,2,08/15,Away,JAX,W,24 to 10,0,0,--,--,--,--,--,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Preseason,1,08/09,Home,PIT,L,14 to 31,0,0,--,--,--,--,--,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Preseason,2,08/16,Away,NE,L,20 to 37,0,0,--,--,--,--,--,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Preseason,3,08/23,Away,CLE,L,0 to 5,0,0,--,--,--,--,--,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Preseason,4,08/30,Home,NYJ,W,10 to 9,0,0,--,--,--,--,--,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Regular Season,1,09/06,Home,ATL,W,18 to 12,1,1,8,33,4.1,10,0,1,16,16.0,16,0,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Regular Season,2,09/16,Away,TB,L,21 to 27,1,1,8,88,11.0,50,1,1,2,2.0,2,0,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Regular Season,3,09/23,Home,IND,W,20 to 16,1,1,4,24,6.0,10,0,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Regular Season,4,09/30,Away,TEN,L,23 to 26,1,1,5,22,4.4,10,0,--,--,--,--,--,1,0
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Regular Season,5,10/07,Home,MIN,L,21 to 23,1,1,4,45,11.3,20,0,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Regular Season,6,10/11,Away,NYG,W,34 to 13,1,1,3,91,30.3,58,0,--,--,--,--,--,--,--
nelsonagholor/2552600,"Agholor, Nelson",WR,2018,Regular Season,7,10/21,Home,CAR,L,17 to 21,1,1,6,20,3.3,13,0,--,--,--,--,--,--,--
